idx,ig_peak,attn_peak,has_motif,prob,motif_start,motif_end,ig_hit,attn_hit,ig_dist,attn_dist
565,46,31,False,0.5656381845474243,,,,,,
568,40,20,False,0.8005383014678955,,,,,,
570,29,25,False,0.9767724871635437,,,,,,
574,54,31,True,0.9032044410705566,50.0,58.0,True,False,0.5,22.5
579,25,21,False,0.7891852855682373,,,,,,
584,26,25,False,0.86846923828125,,,,,,
591,56,31,False,0.632918655872345,,,,,,
592,47,25,False,0.6780704259872437,,,,,,
597,44,33,False,0.8140755891799927,,,,,,
600,39,25,False,0.8387613892555237,,,,,,
602,38,28,False,0.9001556634902954,,,,,,
605,46,31,False,0.6120632886886597,,,,,,
607,49,29,False,0.7335264682769775,,,,,,
609,28,27,False,0.8539170622825623,,,,,,
612,24,22,False,0.9866793751716614,,,,,,
615,37,28,False,0.873991072177887,,,,,,
621,52,27,False,0.5439577102661133,,,,,,
625,39,30,False,0.6843509078025818,,,,,,
626,40,31,False,0.8373158574104309,,,,,,
627,55,29,False,0.9424036145210266,,,,,,
630,32,43,False,0.5699321627616882,,,,,,
631,44,26,False,0.7737744450569153,,,,,,
635,42,28,False,0.6678287386894226,,,,,,
636,23,22,False,0.8613182306289673,,,,,,
637,18,23,False,0.9280449748039246,,,,,,
639,51,26,False,0.7978231906890869,,,,,,
640,40,14,False,0.7932049036026001,,,,,,
643,34,23,False,0.9544552564620972,,,,,,
648,55,28,True,0.7557318210601807,54.0,62.0,True,False,2.5,29.5
650,13,22,False,0.9616542458534241,,,,,,
653,52,18,False,0.5274973511695862,,,,,,
654,28,25,False,0.6867048740386963,,,,,,
656,69,18,False,0.589415431022644,,,,,,
661,48,27,False,0.6293264627456665,,,,,,
670,75,29,False,0.7841372489929199,,,,,,
671,27,25,False,0.5394136905670166,,,,,,
676,46,0,False,0.9026524424552917,,,,,,
677,72,14,False,0.7381625771522522,,,,,,
678,83,31,False,0.5761157274246216,,,,,,
679,51,18,False,0.6812055706977844,,,,,,
681,47,23,False,0.804402232170105,,,,,,
683,63,26,False,0.5205988883972168,,,,,,
684,18,27,False,0.8842107057571411,,,,,,
685,48,32,False,0.7812565565109253,,,,,,
690,74,28,True,0.8696781992912292,74.0,82.0,True,False,3.5,49.5
691,63,18,False,0.7832580804824829,,,,,,
693,22,27,False,0.8711024522781372,,,,,,
694,45,32,False,0.6777680516242981,,,,,,
697,47,30,False,0.5587381720542908,,,,,,
706,57,0,False,0.9441601634025574,,,,,,
710,43,33,False,0.7939993739128113,,,,,,
712,35,28,False,0.6955925226211548,,,,,,
715,27,24,False,0.9195259213447571,,,,,,
719,19,25,False,0.6708677411079407,,,,,,
722,41,28,False,0.9750702977180481,,,,,,
726,45,26,False,0.6589940786361694,,,,,,
728,97,34,False,0.7853140830993652,,,,,,
731,40,19,False,0.5970559120178223,,,,,,
733,41,22,False,0.8370376229286194,,,,,,
734,26,23,False,0.7225682735443115,,,,,,
737,44,14,False,0.6897681951522827,,,,,,
742,65,17,False,0.7753193378448486,,,,,,
752,30,26,False,0.9593955278396606,,,,,,
753,45,30,False,0.6221834421157837,,,,,,
754,53,24,False,0.6641021966934204,,,,,,
755,25,27,True,0.8441156148910522,23.0,31.0,True,True,1.5,0.5
756,44,16,False,0.6209154725074768,,,,,,
757,54,13,False,0.6933717131614685,,,,,,
762,31,28,True,0.9634572267532349,30.0,38.0,True,True,2.5,5.5
763,52,33,False,0.537836492061615,,,,,,
764,76,21,False,0.9184744358062744,,,,,,
765,50,21,False,0.8978375196456909,,,,,,
768,45,29,False,0.7643959522247314,,,,,,
769,41,28,False,0.6422761082649231,,,,,,
771,26,28,False,0.878318727016449,,,,,,
773,32,28,True,0.7431592345237732,32.0,40.0,True,False,3.5,7.5
774,19,25,False,0.8803516030311584,,,,,,
775,24,25,False,0.7191091179847717,,,,,,
776,44,21,False,0.9550883769989014,,,,,,
777,36,31,False,0.6856421232223511,,,,,,
778,56,28,False,0.7970316410064697,,,,,,
779,47,28,False,0.9426619410514832,,,,,,
780,71,30,False,0.9046241641044617,,,,,,
784,39,28,False,0.5869259834289551,,,,,,
787,40,27,False,0.5095275044441223,,,,,,
788,56,13,False,0.8911311030387878,,,,,,
790,61,53,False,0.611630380153656,,,,,,
792,51,26,False,0.6780996322631836,,,,,,
794,44,32,False,0.6217643618583679,,,,,,
795,99,33,False,0.6483557820320129,,,,,,
798,68,22,False,0.6293500661849976,,,,,,
799,85,42,True,0.5130583643913269,1.0,9.0,False,False,80.5,37.5
805,44,25,False,0.5611681342124939,,,,,,
809,48,26,False,0.9296714663505554,,,,,,
815,59,25,False,0.5136269927024841,,,,,,
818,48,35,False,0.7909749150276184,,,,,,
821,17,26,False,0.9752747416496277,,,,,,
823,50,28,False,0.9114444851875305,,,,,,
825,51,30,False,0.5463981032371521,,,,,,
827,23,27,False,0.5751877427101135,,,,,,
831,47,24,False,0.5336927771568298,,,,,,
833,44,18,False,0.7467502355575562,,,,,,
845,48,23,False,0.5475815534591675,,,,,,
846,54,28,False,0.7760657668113708,,,,,,
850,34,22,False,0.9913438558578491,,,,,,
852,42,28,False,0.9640684127807617,,,,,,
853,37,34,False,0.638584554195404,,,,,,
855,61,28,False,0.8105930089950562,,,,,,
856,69,24,False,0.8175223469734192,,,,,,
859,21,25,False,0.9451658725738525,,,,,,
860,49,30,True,0.5698557496070862,8.0,16.0,False,False,37.5,18.5
861,57,23,False,0.75081866979599,,,,,,
862,42,28,False,0.6100113987922668,,,,,,
863,40,30,False,0.7298795580863953,,,,,,
864,51,27,False,0.5360307097434998,,,,,,
865,36,23,False,0.9547228217124939,,,,,,
866,36,30,False,0.8836764693260193,,,,,,
868,43,29,False,0.838424563407898,,,,,,
869,52,35,False,0.5827360153198242,,,,,,
871,34,19,False,0.7908875942230225,,,,,,
874,27,27,True,0.9150144457817078,26.0,34.0,True,True,2.5,2.5
875,29,31,False,0.8487429022789001,,,,,,
878,60,24,True,0.9651946425437927,59.0,67.0,True,False,2.5,38.5
880,50,19,False,0.5813561677932739,,,,,,
881,29,31,False,0.7336574792861938,,,,,,
888,45,92,False,0.7560546398162842,,,,,,
891,28,25,False,0.7959175705909729,,,,,,
892,36,27,False,0.8132473826408386,,,,,,
897,39,27,False,0.577216625213623,,,,,,
898,40,28,False,0.9249159097671509,,,,,,
899,41,19,False,0.8093347549438477,,,,,,
903,23,28,True,0.9094773530960083,19.0,27.0,True,True,0.5,5.5
912,40,25,False,0.8219659328460693,,,,,,
914,39,24,False,0.7576680183410645,,,,,,
915,41,28,False,0.7803671956062317,,,,,,
916,18,1,False,0.8732368350028992,,,,,,
917,24,24,False,0.7003983855247498,,,,,,
918,46,8,False,0.7332853078842163,,,,,,
922,57,33,True,0.9459725022315979,56.0,64.0,True,False,2.5,26.5
927,78,26,True,0.9663646817207336,43.0,51.0,False,False,31.5,20.5
928,29,27,False,0.7542572617530823,,,,,,
929,43,27,False,0.5217822790145874,,,,,,
930,59,30,False,0.8034792542457581,,,,,,
934,51,25,False,0.5891388058662415,,,,,,
935,49,26,False,0.6365630030632019,,,,,,
936,37,34,False,0.8266790509223938,,,,,,
937,38,26,False,0.718275785446167,,,,,,
941,68,32,False,0.6759531497955322,,,,,,
942,48,26,True,0.9830421209335327,16.0,24.0,False,False,28.5,6.5
943,36,27,False,0.77498859167099,,,,,,
944,43,32,False,0.8046501278877258,,,,,,
946,43,27,False,0.9709818959236145,,,,,,
947,52,30,False,0.7914640307426453,,,,,,
949,52,30,False,0.6005890965461731,,,,,,
952,48,27,False,0.8660485148429871,,,,,,
954,52,21,False,0.6657907366752625,,,,,,
961,44,19,False,0.8455164432525635,,,,,,
962,60,23,False,0.6581222414970398,,,,,,
963,63,41,True,0.8749558925628662,63.0,71.0,True,False,3.5,25.5
964,48,27,False,0.9918978214263916,,,,,,
969,39,3,False,0.5282099843025208,,,,,,
973,88,26,False,0.5652667284011841,,,,,,
974,13,14,False,0.6943357586860657,,,,,,
975,38,23,False,0.5233829021453857,,,,,,
977,51,21,False,0.8481634855270386,,,,,,
978,37,40,True,0.9242746829986572,37.0,45.0,True,True,3.5,0.5
980,13,28,False,0.6744083762168884,,,,,,
983,83,15,False,0.6204841136932373,,,,,,
984,52,27,False,0.7463935613632202,,,,,,
986,16,29,False,0.8256099820137024,,,,,,
987,23,21,False,0.5948798060417175,,,,,,
989,43,30,False,0.6719050407409668,,,,,,
995,43,4,False,0.697944700717926,,,,,,
996,40,41,False,0.573166012763977,,,,,,
997,33,25,True,0.9576804041862488,27.0,35.0,True,True,2.5,5.5
998,41,27,False,0.6946312189102173,,,,,,
1002,40,26,False,0.7189509868621826,,,,,,
1010,37,26,False,0.7089008688926697,,,,,,
1011,62,13,False,0.86327064037323,,,,,,
1016,63,31,False,0.7800230383872986,,,,,,
1020,43,32,False,0.6683543920516968,,,,,,
1021,35,36,False,0.708867073059082,,,,,,
1023,42,19,False,0.7387809157371521,,,,,,
1025,50,29,False,0.8617002367973328,,,,,,
1027,39,25,False,0.9120579361915588,,,,,,
1030,93,26,False,0.8443894386291504,,,,,,
1033,62,24,False,0.5268954038619995,,,,,,
1036,21,17,False,0.8959290385246277,,,,,,
1037,44,27,False,0.8727859854698181,,,,,,
1038,80,33,False,0.5133963227272034,,,,,,
1039,42,29,False,0.9726570844650269,,,,,,
1040,56,22,False,0.9519342184066772,,,,,,
1042,44,27,False,0.9831885695457458,,,,,,
1045,44,27,False,0.8864267468452454,,,,,,
1046,55,27,False,0.7611506581306458,,,,,,
1048,59,20,False,0.7746374607086182,,,,,,
1052,32,23,False,0.8454298973083496,,,,,,
1053,46,27,False,0.6887719035148621,,,,,,
1059,52,25,True,0.9543361663818359,51.0,59.0,True,False,2.5,29.5
1060,43,29,False,0.9627009034156799,,,,,,
1061,28,37,False,0.5221291780471802,,,,,,
1064,27,27,False,0.5165070295333862,,,,,,
1066,38,24,False,0.9725311398506165,,,,,,
1067,37,35,False,0.6325029134750366,,,,,,
1068,46,26,False,0.8443905711174011,,,,,,
1070,78,25,False,0.9362379908561707,,,,,,
1075,94,15,True,0.9773428440093994,56.0,64.0,False,False,34.5,44.5
1078,47,24,False,0.5731576681137085,,,,,,
1079,51,33,False,0.8424981832504272,,,,,,
1080,42,37,True,0.9168434739112854,41.0,49.0,True,False,2.5,7.5
1081,50,24,False,0.5135738253593445,,,,,,
1087,42,31,False,0.7184141874313354,,,,,,
1089,29,26,False,0.5598318576812744,,,,,,
1092,62,17,False,0.961984395980835,,,,,,
1095,41,37,False,0.7690462470054626,,,,,,
1103,44,29,False,0.6071596145629883,,,,,,
1105,38,14,False,0.8934239149093628,,,,,,
1106,39,28,False,0.5215495228767395,,,,,,
1107,48,23,False,0.9681712985038757,,,,,,
1108,79,30,False,0.8914210200309753,,,,,,
1115,42,29,False,0.8671665787696838,,,,,,
1117,57,15,False,0.9835203289985657,,,,,,
1121,28,31,False,0.9005013704299927,,,,,,
1124,36,28,False,0.7896454930305481,,,,,,
1126,17,28,False,0.8786568641662598,,,,,,
1127,48,27,False,0.6927170157432556,,,,,,
1132,70,26,False,0.7183475494384766,,,,,,
1135,57,30,False,0.750459611415863,,,,,,
1136,41,26,False,0.7123882174491882,,,,,,
1138,23,23,False,0.7870660424232483,,,,,,
1139,43,30,False,0.9013870358467102,,,,,,
1140,61,1,False,0.8432044982910156,,,,,,
1142,20,29,False,0.5302352905273438,,,,,,
1148,24,21,False,0.7217007875442505,,,,,,
1151,28,23,False,0.8403826355934143,,,,,,
1152,20,25,False,0.9613276720046997,,,,,,
1153,53,17,False,0.9730759859085083,,,,,,
1158,47,22,False,0.9043788909912109,,,,,,
1159,63,24,False,0.9769847393035889,,,,,,
1161,46,32,False,0.8262062668800354,,,,,,
1162,59,47,False,0.6499379873275757,,,,,,
1163,42,36,False,0.7356831431388855,,,,,,
1164,50,26,False,0.7903298139572144,,,,,,
1165,24,25,False,0.9458330273628235,,,,,,
1169,58,28,False,0.8844144940376282,,,,,,
1171,37,24,False,0.8485292792320251,,,,,,
1173,44,24,False,0.5187039971351624,,,,,,
1174,27,25,False,0.809272050857544,,,,,,
1184,14,29,False,0.820968747138977,,,,,,
1185,19,27,False,0.8673506379127502,,,,,,
1188,28,23,False,0.8859037756919861,,,,,,
1190,37,40,False,0.6336948871612549,,,,,,
1192,37,23,False,0.9937443137168884,,,,,,
1193,52,10,False,0.7855004668235779,,,,,,
1194,47,0,False,0.9000315070152283,,,,,,
1201,49,15,False,0.9079635739326477,,,,,,
1206,34,29,False,0.684935986995697,,,,,,
1207,24,37,False,0.7064489722251892,,,,,,
1211,64,59,True,0.6865816712379456,63.0,71.0,True,False,2.5,7.5
1212,33,24,False,0.9206655025482178,,,,,,
1213,40,30,True,0.8869445323944092,22.0,30.0,False,True,14.5,4.5
1216,43,32,False,0.8757293820381165,,,,,,
1218,83,25,True,0.8965772390365601,82.0,90.0,True,False,2.5,60.5
1221,47,26,False,0.7366661429405212,,,,,,
1222,38,28,False,0.8153563737869263,,,,,,
1227,29,25,False,0.9005447030067444,,,,,,
1229,49,24,False,0.8110831379890442,,,,,,
1230,33,21,False,0.6401718258857727,,,,,,
1231,44,26,False,0.6309756636619568,,,,,,
1233,42,24,False,0.6448457837104797,,,,,,
1234,44,25,False,0.8675392866134644,,,,,,
1237,49,28,False,0.7027692794799805,,,,,,
1243,71,20,False,0.9352680444717407,,,,,,
1248,98,23,False,0.9740575551986694,,,,,,
1249,53,22,False,0.8672798275947571,,,,,,
1250,24,16,True,0.9539476037025452,69.0,77.0,False,False,48.5,56.5
1251,29,94,False,0.7977315187454224,,,,,,
1254,60,35,False,0.6120723485946655,,,,,,
1255,54,37,False,0.5282432436943054,,,,,,
1257,89,32,False,0.9149302244186401,,,,,,
1259,44,24,False,0.7320581674575806,,,,,,
1260,38,28,True,0.9105296730995178,2.0,10.0,False,False,32.5,22.5
1263,39,27,False,0.6465868353843689,,,,,,
1264,72,97,False,0.519627034664154,,,,,,
1268,73,32,False,0.5466200709342957,,,,,,
1271,41,28,False,0.9092928767204285,,,,,,
1272,49,23,False,0.9199051856994629,,,,,,
1275,65,26,False,0.5238454341888428,,,,,,
1276,50,18,False,0.746367335319519,,,,,,
1284,30,26,False,0.958277702331543,,,,,,
1285,38,30,False,0.6424392461776733,,,,,,
1286,39,37,False,0.5124279260635376,,,,,,
1287,36,31,False,0.6909613609313965,,,,,,
1288,33,23,False,0.9287996292114258,,,,,,
1289,33,26,False,0.9495967030525208,,,,,,
1290,37,26,False,0.9865375757217407,,,,,,
1302,67,1,False,0.9008467197418213,,,,,,
1308,86,35,False,0.6384133100509644,,,,,,
1309,43,29,False,0.8180680274963379,,,,,,
1314,60,26,False,0.8231540322303772,,,,,,
1315,18,14,False,0.9634934067726135,,,,,,
1322,40,31,False,0.6594951152801514,,,,,,
1325,36,23,False,0.9852044582366943,,,,,,
1328,54,25,False,0.6011633276939392,,,,,,
1329,42,34,False,0.6159117817878723,,,,,,
1330,45,21,False,0.9399076104164124,,,,,,
1331,46,31,True,0.9615418910980225,45.0,53.0,True,False,2.5,17.5
1337,24,38,True,0.5904291272163391,20.0,28.0,True,False,0.5,14.5
1339,69,25,False,0.8923726677894592,,,,,,
1341,34,28,False,0.5005113482475281,,,,,,
1342,81,18,False,0.7227028608322144,,,,,,
1343,46,33,False,0.7680826783180237,,,,,,
1351,26,27,True,0.8970021605491638,24.0,32.0,True,True,1.5,0.5
1353,48,23,False,0.8384384512901306,,,,,,
1354,14,12,False,0.8414991497993469,,,,,,
1360,39,30,False,0.8131639957427979,,,,,,
1362,40,24,False,0.8126357197761536,,,,,,
1364,48,32,False,0.5925065279006958,,,,,,
1367,34,26,False,0.8422994017601013,,,,,,
1368,41,30,False,0.587846577167511,,,,,,
1375,56,22,False,0.8960751295089722,,,,,,
1378,46,40,False,0.789233922958374,,,,,,
1379,31,18,False,0.9370551705360413,,,,,,
1380,36,26,False,0.8734554052352905,,,,,,
1382,57,23,False,0.7381002306938171,,,,,,
1383,48,27,False,0.854820728302002,,,,,,
1384,55,27,False,0.845857560634613,,,,,,
1386,52,15,False,0.7378266453742981,,,,,,
1387,79,27,False,0.6970189213752747,,,,,,
1388,55,24,False,0.6745654940605164,,,,,,
1394,71,32,False,0.8546263575553894,,,,,,
1395,49,30,False,0.7461069226264954,,,,,,
1397,44,26,False,0.7068031430244446,,,,,,
1398,32,37,False,0.7177837491035461,,,,,,
1404,49,16,False,0.6455633640289307,,,,,,
1407,46,29,False,0.5921286940574646,,,,,,
1408,94,25,False,0.605634331703186,,,,,,
1410,49,31,False,0.7880157232284546,,,,,,
1412,32,29,False,0.880250096321106,,,,,,
1413,44,34,False,0.8250597715377808,,,,,,
1415,78,85,False,0.7874838709831238,,,,,,
1416,80,35,False,0.5604100823402405,,,,,,
1419,58,15,False,0.6029990911483765,,,,,,
